_id,Name,Address1,Address2,State,City,Website,YearOfCreation,Country,Tags
23ce8d23-e90f-4190-bc8b-3d6dccfbdf17,"SNOWFLAKE,Incorporated","450, CONCAR DRIVE",,,SAN MATEO,N/A,2012.0,United States,"Computer Software, Data Warehousing, Cloud, Analytics, Data Lake, Marketing Analytics, Data Applications, Data Engineering, Data Science, Data Exchange"
23d4f37c-55b3-4a0e-993e-30e01d9b9bc3,Watkins & Riggs Inc,7175 South Pine Avenue # North,,Florida,Ocala,N/A,,United States,
23de68e1-ec27-47eb-b5bc-535e192cd93c,"MicroPrice Technologies,Incorporated",536 Meeting Street,,,West Columbia,https://microprice.com,1992.0,United States,
23f1c1f1-7f41-4e4c-a000-6534747db078,Levine Center For Internal,660 Glades Road # 310,,Florida,Boca Raton,https://leslielevinemd.com/,2001.0,United States,
23f3e751-03c1-4604-a9e0-87d37f301a0b,Community Media Service,4700 Broadway Apartment 2j,,New York,New York City,https://nanrubin.com,,United States,
23f7571a-d242-4325-a8f0-87b761adf939,"Beach Electronics & Manufacturing,Incorporated",2681 Production Road<br/>Suite 108,,Virginia,Virginia Beach,https://beachem.com,1990.0,United States,
23f91628-972e-4065-9df1-91117e1bce10,Equifax Incorporated,7705 Windtree Road,,Alabama,Mobile,https://www.equifax.com,1899.0,United States,"Information Technology and Services, risk modeling, credit reporting, marketing data, identity protection, HR compliance, employment verification, ACA compliance, technology, fraud prevention, artificial intelligence, machine learning, financial literacy, blockchain, cloud-based platforms, big data, trended data, data mining, cybersecurity, financial services, fintech, data analytics, cloud, talent solutions"
23fc65f2-cb06-4396-8036-75beacd17b9a,Kirlin Charitable Foundation,10885 Ne 4th St # 320,,Washington,Bellevue,N/A,,United States,"Clubs, Associations/Non-Profits, Civic, and Fraternal Associations, Non-profit, Other Services (except Public Administration), Social"
241101e5-2dcf-438a-b917-ecf5525f5e62,Panagia Prousiotissa Greek,404 Warner Road,,North Carolina,Troy,https://panagiaprousiotissa.org,,United States,Religious Institutions
2415529d-f68b-4e47-a378-5adcf6528f82,"Pick Nation,Incorporated",1521 Alton Road Suite 1521,,,Miami Beach,https://picknation.com,,United States,
242ba905-c2ff-4c9c-83e5-5cfc795ab1f0,ADAMS GILMORE & LYNCH,3118 BELWOOD DR,,,VESTAVIA,https://aglgc.com,,United States,
242d8cb2-e0e2-474f-bda1-5ccf3d3592e4,Writing Instrument Manufacturers Association Incorporated,1701 Pennsylvania Avenue Nw,,Washington,Washington,N/A,1943.0,United States,"Nonprofit Organization Management, handwriting"
242ebe85-200a-463d-a904-df8be97251a3,Federated Church Of West Lafayette,2400 Sycamore Lane,,Indiana,West Lafayette,https://federatedchurch.net,1950.0,United States,Religious Institutions
2430614d-43b4-467a-a5a5-e5bd943631d7,L W Spiro Assoc,18251 Matterhorn Dr,,California,Tehachapi,https://lwspiro.com,,United States,
243b659b-6aca-45b5-92a8-f3705410712a,Maxey Jr Herbert E,,,Virginia,Lynchburg,http://www.herbertmaxey.com/,1980.0,United States,"Law Practice, Personal Injury, Automobile Accidents, Wrongful Death, Motorcycle Accidents, Trucking Accidents"
24488ab7-7a0f-4c29-ad53-f5c76e7cfe1a,HANSONS QUALITY PLUMBING,550 N BLUEMOUND DR,,,APPLETON,https://hansonsqualityplumbing.com,,United States,Consumer Electronics
244c0ea6-ee70-4fde-bd26-3b9983239419,DAKOTA STAR FEDERAL CU,3122 W Saint Louis St,,South Dakota,Rapid City,https://dakotastar.org,,United States,Banking
244c1e4d-f07a-4c37-ad1f-38becaf5e1cf,Mik Mak,1200 Santee St # 603,,California,Los Angeles,https://mikmakinc.com/,2004.0,United States,Apparel & Fashion
244c816e-164a-4ca2-8e86-ed77daba7428,Delaplane Nicole,7785 Saint Gertrude Avenue,,North Dakota,Raleigh,https://prairielearningcenter.org,,United States,"Social Workers, Health Care and Social Assistance, Non-profit, Associations/Non-Profits, Individual and Family Social Services"
244f6f39-a65a-49f5-ba08-fbf5570dc8e5,Nintendo Of America Incorporated,4600 150th Avenue Ne,,Washington,Redmond,http://www.nintendo.com,1980.0,United States,Computer Games
2451b36d-8ba1-46d2-ac64-15770c8f9167,Watoto Pediatrics,7915 Lake Manassas Drive # 209,,Virginia,Gainesville,N/A,2009.0,United States,Medical Practice
2452225a-050b-471c-81d7-a96205c94082,Collins Supply,118 Stoner Road # C,,Texas,Victoria,https://csi-victoria.com,2005.0,United States,
2464e9a1-3c36-4708-91b9-872155c2600e,NEW SEASONS MARKET,5320 Ne 33rd Ave,,Oregon,Portland,http://www.newseasonsmarket.com,1999.0,United States,"Food & Beverages, Sustainability, Organic, Local Farms, Regional Food Economy, Retail, Grocery, Community, supermarkets"
24718679-de8c-4a13-82dd-a9b62e7eb274,FATHER'S HEART INTL.,1325 ROWAN LN,,California,Bishop,https://fathersheartinternational.com,,United States,"Education, Training & Organisations"
24720d90-67c8-419f-a701-6493b1a43446,"Universal Pest Solutions, LP",5950 Berkshire Lane Ste 400,,,Dallas,N/A,,United States,
2477b7e7-38dc-40bd-9bc2-d7bf082bb576,Central AZ Real Estate,400 W Camelback Rd Ste 107,,Arizona,Phoenix,https://centralazhomes.com,2001.0,United States,Real Estate
24875d40-90d0-4ffc-8aac-f5d5a68dcc53,Chestnut Hill Chiropractic Center,2 Scarlet Oak Drive,,Pennsylvania,Lafayette Hill,https://drmittica.com,,United States,"Health, Wellness and Fitness"
248df9e0-433e-44b4-a973-27b6226f1602,Newells Auctions & Farm Realty,2013 Knox Highway 17,,Illinois,Williamsfield,https://williamsfield.org,,United States,
249001c8-ad8c-4f8b-ad6f-40854b83d5af,Wes Banco Insurance Service Incorporated,1 Bank Plaza,,West Virginia,Wheeling,https://wesbanco.com/,1870.0,United States,Banking
2498f978-1b00-422b-9694-090b37c4e100,Christ on Campus At Ou,824 Elm Avenue,,Oklahoma,Norman,https://cocou.org,1965.0,United States,Religious Institutions
249b094d-8b88-4a85-9b23-4f7b2ec39ca3,Hibbett Sporting Goods Inc,637 Bypass 28 South,,South Carolina,Anderson,http://www.hibbett.com,1945.0,United States,"Retail, Customer service, product knowledge, athletic sporting goods, small to mid-sized towns"
249b7a03-39a0-4144-8600-6037a7de4e85,Seattle Classic Guitar Society,8402 Greenwood Avenue North,,Washington,Seattle,https://seattleguitar.org,2006.0,United States,Music
249c3f92-8e18-4122-b60b-69f1f8b6ad5f,Paragon Data Service,16333 Trenton Road # 600,,Michigan,Southgate,http://www.paragondataservices.com,1998.0,United States,"Management Consulting, Risk Management, Regulatory Compliance, Debit and Payment Card Issueing and Optimization, ATM and POS Acquiring, FinTech, Merchant Acquiring, Operations, Payment Systems and Technology, Training and Mentoring"
249c8dae-9b15-4a47-a4dc-3a427932691c,Women Owned Workplaces,5225 Springboro Pike,,Ohio,Moraine,https://womenworkplace.com,,United States,
249dcb5f-5f5e-4ba1-998f-8832cc27bcce,"Fusionphotography Palm Beach, Inc",,,Florida,West Palm Beach,https://fusionphotographypalmbeach.com,,United States,Photography
24acbf92-5d35-458b-b602-2f07959de09d,"TaskRabbit,Incorporated",425 Second Street,,,San Francisco,http://www.taskrabbit.com,2008.0,United States,"Internet, Mobile technologies, Location based platforms, Social Graph API"
24adbe70-3914-4672-8e7d-a012055d38a1,Merek James,673 South Washington St,,Virginia,Alexandria,https://mbv-ip.com,,United States,
24c750da-94a8-44d2-880b-4da8a4b63aaa,The Oxley Group,243 North 5th St # 300,,Ohio,Columbus,https://oxley-group.com,2008.0,United States,
24cdf682-ce51-48bb-a9a9-d8c1dfeb9087,Mid Missouri Rebath,3702 West Truman Boulevard # 200,,Missouri,Jefferson City,https://relaxwithrebath.com,2009.0,United States,
24dd89c0-97c4-4d95-9176-845c88e25e65,NEXTIVA Incorporated,8800 E CHAPARRAL RD,STE 300,,SCOTTSDALE,https://www.nextiva.com,,United States,"Information Technology and Services, VoIP, Unified Communications, Sales, Hosted PBX, Internet Fax, Business VoIP, Business Analytics, Software Development, Customer Service, Product, Service CRM, Chat, Business Services, SaaS, Business Surveys, Professional Services, Business Communications"
24e28cda-efb4-4985-bd6f-e2c53f9cea9f,Hide & Seek,12047 Ventura Place,,California,Studio City,N/A,2011.0,United States,
24e8e828-dc9c-466d-9829-e778de6b37c3,Office Of Pennsylvania State Police Historical Educational And Memorial Center,187 East Hershey Park Drive,,Pennsylvania,Hershey,https://psp-hemc.org,2003.0,United States,
24f16e9c-9f17-4417-ae92-404144d493e7,TONAWANDA LIMB & BRACE Incorporated,545 DELAWARE ST,,,TONAWANDA,https://prostheticsorthoticscare.com,,United States,
24f430e5-d07b-4b54-8384-e03af2259f9d,"Dualstar Entertainment Group,Incorporated",3760 Robertson Boulevard 12th Floor,,,Culver City,N/A,1993.0,United States,"IPO Candidate, Textiles,  Apparel and Luxury Goods"
24f5fbc3-8bcf-4202-a491-d3c6fbaf0af1,W H Reeves & CO Incorporated,3860 Sullivan Hartfield Road,,Georgia,Evans,https://reeveswreckerservice.com,1967.0,United States,"Transportation, Trucking, Railroad"
2500480b-ca65-4ebf-b572-549408f217da,Nature's Edge Landscaping Limited Liability Company,9009 Cypress Drive S,,Florida,Fort Myers,https://naturesedgefl.com,,United States,
25042e32-6105-448f-82ab-2aea02293bed,KOKOPELLI PRINTING SERVICE Incorporated,4880 W 102ND PL,,,WESTMINSTER,N/A,,United States,Printing
250ae5a5-eb80-44b7-8316-d05cd37b4a5d,Demenno Kerdoon,2000 North Alameda St,,California,Compton,http://demennokerdoon.com,2007.0,United States,"Construction, Energy, Environment"
250ebd1b-64af-4b77-9337-779700fa4e95,Murray Lighting & Electrical,10227 West 8 Mile Road,,Michigan,Detroit,https://murraylighting.com,1963.0,United States,"Building Materials, Commercial Lighting, Electrical Distribution, Electrical Supplies, LED Lighting"
251165d7-3b5b-4024-8236-d6414c534c0f,Taylor S Craig DDS,303 South Broad St,,Georgia,Monroe,https://drcraigtaylor.com,1981.0,United States,
251914e9-834b-401a-a8fd-b0762b91d050,"GraphicMedia,Incorporated",2284 North Main Street,,,Bluffton,N/A,1999.0,United States,
25355009-93f2-4968-b176-ecde7937386c,Accurate Surgical & Scientific,614 Pennsylvania Avenue,,California,San Diego,https://accuratechemical.com/,,United States,Biotechnology
2535ea7a-7379-457d-aa35-99e8c2341070,Equifax Information Services Limited Liability Company,3 Jefferson St,,Rhode Island,Warwick,https://www.equifax.com,1899.0,United States,"Information Technology and Services, risk modeling, credit reporting, marketing data, identity protection, HR compliance, employment verification, ACA compliance, technology, fraud prevention, artificial intelligence, machine learning, financial literacy, blockchain, cloud-based platforms, big data, trended data, data mining, cybersecurity, financial services, fintech, data analytics, cloud, talent solutions"
25363117-cfca-42e8-94ce-8146909f6dc1,Triple S Petroleum Company,1515 Pecan St West,,Texas,Pflugerville,http://www.triplespetroleum.com,,United States,Oil & Energy
2538b7d0-2fc5-49f7-b2a9-3cf428caa481,Family Sign Shop,1716 Anderson St,,Tennessee,Bristol,https://thefamilysignshop.com,,United States,
253a948e-49c4-43b6-aa49-eb37da5eaf9b,Energy Solutions Performance Strategies Incorporated,825 Jadwin Avenue,,Washington,Richland,http://www.energysolutions.com,2006.0,United States,"Environmental Services, Nuclear Waste Treatment, Processing, Decommissioning, Remediation, Nuclear Fuel Management, Engineering, Nuclear Technology, Transportation, Logistics, Nuclear Disposal"
253f25d3-ecab-44e3-8109-7931c8da4ad6,Triple S Petroleum Company,7837 Burnet Road,,Texas,Austin,http://www.triplespetroleum.com,1958.0,United States,Oil & Energy
25458656-3542-470a-abb3-460f22d71e82,Havre Area Chamber Of Commerce,130 5th Avenue,,Montana,Havre,N/A,1900.0,United States,"Other Services (except Public Administration), Business Associations, Associations, Associations/Non-Profits, Non-profit"
2557ee55-d3bd-4023-af1d-74762a33bece,Accounting Unlimited Of America Inc,3144 West San Miguel Avenue,,Arizona,Phoenix,N/A,1990.0,United States,Accounting
2559f28c-19bc-4298-b40c-26397312c76c,"MainNerve Federal Services, Inc",330 289th Place Ne,,Washington,Carnation,N/A,,United States,
255bdae3-fc93-4026-8ddc-d29c5c3b16fc,Rdc/John Poe Architects L L L P,524 Fernwood Drive,,Florida,Altamonte Springs,https://rdcjohnpoe.com,,United States,Architecture & Planning
2563cd20-db9e-4b1a-9737-cae4826f94d9,HICKORY HOME & GARDEN CENTER Incorporated,336 US HIGHWAY 321 NW,,,HICKORY,https://hickoryhomeandgarden.com,,United States,
256aa02e-11a5-4ab6-a88e-05c5af06981a,Jim Cox & Assoc,16170 Jones Maltsberger Rd#200,,Texas,San Antonio,https://jimcoxdesigns.com/,1985.0,United States,Architecture & Planning
256d9996-2252-44c9-9fb2-0a1f0b0ce408,Flame Stop Inc,924 South Blue Mound Road,,Texas,Fort Worth,https://flamestop.com,1976.0,United States,Industrial Automation
257ca91b-3c6f-4088-be0a-bb0fa4ee22d5,"Commercial Refrigeration Center,Incorporated",2113 W Desoto Street,,Florida,Pensacola,https://commercialrefrigerationcenter.com,,United States,Consumer Electronics
258b97e5-2743-47dd-b843-02bf744c50e5,C. & R. Metals,2991 Nw North River Drive,,Florida,Miami,https://crmetals.net,1965.0,United States,Construction
258c76e3-18cf-4928-acc9-27c9051bb5c0,Nancy F Baskin Law Office,745 Boylston St # 400,,Massachusetts,Boston,N/A,2009.0,United States,Law Practice
258eec5f-4968-44a7-8cc5-355814991d32,Symtrio Chiropractic Clinic,6125 NE Cornell Rd Ste 300,,Oregon,Hillsboro,N/A,2007.0,United States,"Health, Wellness and Fitness"
259ef46f-438e-479c-8028-12d611031422,Battery Power Systems Incorporated,6838 Ellicott Drive # 6,,New York,East Syracuse,https://www.bpsbattery.com,1988.0,United States,"Warehousing, Industrial Batteries, Industrial Chargers, On Site Battery & Charger Service And Maintenance, Forklift Batteries, Forkflift Chargers, Water Systems, Used Batteries & Chargers, Material Handling Products, Reserve Power, Battery & Charger Parts, Single Point Watering Systems"
25a10145-c4f6-478b-a0d5-3724595841b5,"Toreson Industries,Incorporated",410 Biltmore St,,,Inkster,https://toreson.com,,United States,
25a44ea5-6ef6-4955-b590-23ccafede2df,Premiere Basketball Incorporated,5311 North Pennsylvania Avenue,,Missouri,Kansas City,https://premierebasketball.com,2004.0,United States,Sports
25ba6bb1-f314-4527-95d9-d856a25a8eee,"Copy-Mor,Incorporated",1716 W. Grand Ave.,,Illinois,Chicago,https://cmiart.com,1961.0,United States,"Paper, Printing, Publishing, Printing and publishing United States"
25c5a224-ed6e-4bcd-8088-955a9875a218,Dicker Lee T,9430 West Olympic Boulevard # 400,,California,Beverly Hills,https://ldslaw.com,,United States,
25cc3567-71de-4c2c-9ad0-b2a50f31b22e,Heartland Behavioral Health,3116 North Dries Lane # 201,,Illinois,Peoria,https://www.hbhpeoria.com/,2007.0,United States,
25d03ca9-e8cd-47a7-87f4-3cb2c2010c52,"Jeffrey S. Rubinstein, D.D.S., P.C.",634 Old Post Rd.,,New York,Bedford,https://bedfordnydentist.com,,United States,
25d25933-37b0-4ec8-8fb7-8182b7afd8e2,Hudspeth Carrie MD,4001 West 15th St # 350,,Texas,Plano,https://www.planopediatrics.com,,United States,Hospital & Health Care
25e14b2a-0d33-4d67-93dc-94ef2f742c2e,Hight Chrysler Dodge Jeep,507 Lakewood Road,,Maine,Madison,https://hightchryslerdodgejeep.com,2007.0,United States,Automotive
25eb4c91-77c8-4e60-83bb-3d96e95c87a1,Equifax Information Services Limited Liability Company,7255 West Franklin Road,,Idaho,Boise,https://www.equifax.com,1899.0,United States,"Information Technology and Services, risk modeling, credit reporting, marketing data, identity protection, HR compliance, employment verification, ACA compliance, technology, fraud prevention, artificial intelligence, machine learning, financial literacy, blockchain, cloud-based platforms, big data, trended data, data mining, cybersecurity, financial services, fintech, data analytics, cloud, talent solutions"
25f0f1f5-52de-416f-a18c-31fa9e0391bf,T L Stroh Architects Limited,8 7th St North,,North Dakota,Fargo,https://tlstroh.com,1990.0,United States,
25fad1bd-3fb2-47f0-beca-50aed973a4ab,Pillar homes Limited Liability Company,1312 Bowman St,,Florida,Clermont,https://pillarhomes.us,,United States,
25fe2ee3-5fec-45b5-8c4e-6acf24642013,AMPLIFIED Incorporated,21 KERCHEVAL AVE,STE 234,,GROSSE POINTE FARMS,http://www.amplified.com,1998.0,United States,"Music, Music Downloads Store, On-Demand Streaming Music Subscription, Music Rewards and Incentives, Music Promotions"
25fef679-369f-4fd0-abaf-acf244a7d540,Hibbett Sports,2401 North Summit St # D,,Kansas,Arkansas City,http://www.hibbett.com,1945.0,United States,"Retail, Customer service, product knowledge, athletic sporting goods, small to mid-sized towns"
260d256b-04e6-4995-94b3-0dbe3ccbeb95,Happy Buddha Farm LLC,10423 Vergennes St,,Michigan,Lowell,N/A,2013.0,United States,
26103979-cfef-419a-86bc-381b031006e1,Crc Consulting,12021 Creekbend Drive,,Virginia,Reston,N/A,2005.0,United States,
2611751a-91f1-4dbc-bd38-4b4f60544aff,Pickford Community Library,230 East Main St,,Michigan,Pickford,N/A,,United States,
2617c197-f8a3-4001-a24c-1e49bbf81bed,Performance Rehabilitation,955 Yonkers Avenue # 109,,New York,Yonkers,https://performancerehabny.com,,United States,
2622fd13-3c76-456f-9d90-b0f05bc67e6c,North Dakota Assn of Insurance,1811 East Thayer Avenue,,North Dakota,Bismarck,https://ndac.aero,2007.0,United States,"Other Services (except Public Administration), Civic, and Fraternal Associations, Associations/Non-Profits, Social, Non-profit, Associations/Non-Profits, Homeowners' Association"
26279beb-8146-4b6c-8190-5b623846a6a5,GO&gt;ID Emergency ID Kit,P.O. Box 5296,,Wisconsin,Madison,https://go-id.org,,United States,
262f951c-8c2f-4017-bc67-2a4b7902f497,Energy Solutions,2361 South Centennial Avenue,,South Carolina,Aiken,http://www.energysolutions.com,2006.0,United States,"Environmental Services, Nuclear Waste Treatment, Processing, Decommissioning, Remediation, Nuclear Fuel Management, Engineering, Nuclear Technology, Transportation, Logistics, Nuclear Disposal"
263d6a94-f65e-4e99-9c77-62100ba09c7c,Wilson-Lass,235 South Ridge St # 2a,,Colorado,Breckenridge,https://wilsonlass.com,,United States,
263f40e5-1b57-4f23-8975-b97853fac1d3,Jewish Community Orchestra,4545 Sw Fairhaven Drive,,Oregon,Portland,https://jewishcommunityorchestra.org,2006.0,United States,Music
26417055-884c-4521-a350-d99d0447f337,Hessville Cable & Sling Company Incorporated,1601 Cline Ave,,,Gary,https://hessvillecable.com,1960.0,United States,
2656b776-3552-4dcb-a01e-7a08dc3ec828,Driesen Eye Care,807 Main St,,Iowa,Hull,https://drieseneyecenter.com,1995.0,United States,
26676b55-5dc9-4270-98df-ac4354f4729b,Bianchi Industrial Service,208 Long Branch Road # 300,,New York,Syracuse,https://bianchidemo.com,,United States,
26682228-9886-4733-9a2a-69904a4657b9,Pregnancy Help Center-Rice Lake,234 North Main St.,,Wisconsin,Rice Lake,https://pregnancyhelpricelake.org,2001.0,United States,Individual & Family Services
266e3efe-1adb-4a4f-9adf-aa01358b567c,"Convoy,Incorporated",1700 7th Avenue,,,Seattle,http://convoy.com,2015.0,United States,Capital Markets
267274e1-2a97-4a81-93f2-6f0abec60eef,Krapf's Coaches Incorporated,,,Delaware,Wilmington,http://www.krapfbus.com,,United States,"Transportation, Trucking, Railroad, Ground Transportation, Shuttle Service, Public Transit, Paratransit"
268b566c-e0ce-4bbe-84f9-02ed40b4ee4a,Snowden Daniel J DDS,220 West Central Avenue,,Kansas,Arkansas City,N/A,1975.0,United States,
268cbe15-9df0-4021-a264-4b1c75352604,Hibbett Sports,300 Palace Drive,,Louisiana,Hammond,http://www.hibbett.com,1945.0,United States,"Retail, Customer service, product knowledge, athletic sporting goods, small to mid-sized towns"
269c3c59-bc84-47e9-ae6d-0bc4635a60c3,Advanced Biomimetic Sensors Incorporated,11140 Rockville Pike Suite 400,,,Rockville,N/A,,United States,
26aabd4f-1bd2-4e50-b69d-87fc36d3fe09,Mrc Pumps LLC,905 West Broadway St,,Texas,Andrews,N/A,2006.0,United States,Oil & Energy
26aec5db-d169-44e9-88f8-0fde11ead116,Safety Consulting & Training,16791 Sw 5th Court,,Florida,Fort Lauderdale,https://sctifl.com/,2008.0,United States,
26affc74-4b94-4007-b14c-c64e0fd3fd87,Trans service assoc Incorporated,403 South Main St,,Virginia,Woodstock,https://transserv.com,2007.0,United States,"Transportation, Trucking, Railroad"
26ccfa6f-0971-4a2a-a485-9bd715b9000d,1031 Facilitators Inc,2600 Old Alice Road # East,,Texas,Brownsville,https://1031facilitators.com,1995.0,United States,
26cebd36-688b-4101-b7a0-ab449bc669e7,Ophthalmic Consultants-Chicago,1220 West Higgins Road,,Illinois,Hoffman Estates,N/A,,United States,Medical Practice
26e42d88-3c28-4e86-bdef-c36b13d5b91f,Chiropractic & Family Wellness,13924 Coalfield Commons Place,,Virginia,Midlothian,https://familywellnesssolution.com,,United States,"Health, Wellness and Fitness"
26e6101b-bc27-4e9e-b9b6-94cd6292df62,Illinois Chapter National Electrical Contractors' Association (Inc),3701 6th Street Highway West,,Illinois,Springfield,https://ilneca.org,1945.0,United States,Construction
26e6f93f-3e00-4e46-914d-153a53c571e8,Jk's Starter Alternator Service,4813 W Oak St,,Texas,Palestine,https://jksstarter.com,,United States,
26eca278-2d9f-4e8b-9fc4-d73afbcf5ae8,Stadium Grill,222 West 44th St,,New York,New York City,https://www.bowlmor.com,1938.0,United States,"Entertainment, Corporate Holiday Parties, ""Kids Birthday Parties"", Teambuilding Outings, Adult Birthday Parties, Bowling"
26fc2e7e-85f8-4af2-ad95-6426ddecd0b7,Dental Associates of Denville,111 Bloomfield Avenue,,New Jersey,Denville,https://www.dentalassociatesofdenville.com,1992.0,United States,"Health, Wellness and Fitness"
26fe9c52-0e54-4c7a-99df-60c860c0ab7b,Equifax Inc,1 Fluor Daniel Drive,,Texas,Sugar Land,https://www.equifax.com,1899.0,United States,"Information Technology and Services, risk modeling, credit reporting, marketing data, identity protection, HR compliance, employment verification, ACA compliance, technology, fraud prevention, artificial intelligence, machine learning, financial literacy, blockchain, cloud-based platforms, big data, trended data, data mining, cybersecurity, financial services, fintech, data analytics, cloud, talent solutions"
2702ed25-ef58-43c0-9743-ae24e80a4284,Bradshaw John W DDS,904 West G St,,Tennessee,Elizabethton,https://bracesbhb.com,1995.0,United States,Real Estate
2708f164-4a0d-438e-89d4-c03d253b5599,J c younger Company,5626 w lake st,,Minnesota,Minneapolis,https://jcyounger.com,1956.0,United States,Mechanical or Industrial Engineering
2724ce0d-0161-40a1-b5de-045898706df0,New life evangelical free chr,11245 Point Douglas Drive South,,Minnesota,Hastings,https://nlefc.org,1984.0,United States,Religious Institutions
2727dd7a-54f3-4fbf-b403-676ed138769f,Structural Integration of Chelsea,154 West 27th Street Suite 7E,,,New York,https://structuralintegrationofchelsea.com,,United States,Alternative Medicine
27298076-2b1f-422a-90ea-e6ed7cb20b5f,Tampa Bay Pavers,6263 Park Blvd Ste B,,Florida,Pinellas Park,http://www.buildamericallc.com/,2005.0,United States,Construction
272edd06-e476-4c3d-97fd-856100c8be87,North Dakota Eye Clinic,901 Hanson Drive,,Minnesota,Thief River Falls,https://www.northdakotaeyeclinic.com,2008.0,United States,Medical Practice
2738aeba-09a1-4926-8aa4-b1a069b147ce,Wes Banco Trust & Investment,301 Adams St,,West Virginia,Fairmont,https://wesbanco.com/,1870.0,United States,Banking
274b25db-7602-4a79-9244-95029d4303ee,The Roy Team,2102 Main Street<br/>San Vicente Realty,,California,Ramona,https://theroyteam.com,2000.0,United States,Real Estate
2755dcee-1440-4281-9495-51066c76c331,Manter Construction of Maine Incorporated,92 Iris Lane,,Maine,Augusta,https://manterconstruction.com,2002.0,United States,Construction
2774edf2-61ab-4acb-83b6-43fa9d23ff22,Andson Apparel,31 Schreiffer St.,,New Jersey,South Hackensack,https://andsonapparel.com,2006.0,United States,"Apparel & Fashion, Blank Sweatshirts and Private Label Manufacturing"
2781155c-6cdb-4744-bcb2-6507a34e84e5,R G Smith Equipment CO,622 E Northwest Highway,,Illinois,Des Plaines,http://www.rgsmithequipmentco.com,1954.0,United States,"Retail & Traders, General traders, department and retail stores United States"
2788f2ff-01b8-4fdc-ada0-05c794e018b0,New Mexico State Trapshooting Association,,,New Mexico,Silver City,https://nmtrap.com,,United States,
278b4f70-d689-4ab6-832b-449dd7903166,Bible Baptist Church,201 West Main St,,Pennsylvania,Camp Hill,https://bbcpa.org,1961.0,United States,Religious Institutions
278bff5c-9985-4f83-a392-e56ac656c133,Barefield Donna J DDS,400 East Highway 67,,Texas,Duncanville,https://drdonna4kidsteeth.com,1992.0,United States,
278f728e-a189-4c74-a255-a82c5d11694a,Roberts Communications Market Research,111 Barbie Ct,,Texas,Lakeway,https://robertsresearch.com,,United States,
2796b04b-1da9-4ffd-b328-779cd8193924,Clover Community Church,50380 State Highway 48,,Minnesota,Hinckley,N/A,1981.0,United States,Religious Institutions
27983e28-8ff8-44a3-a0ae-9c78591b793f,Haas Steven MD,90 Village Pointe Drive,,Ohio,Powell,https://midohioradiology.com,,United States,Medical Practice
279ab945-b8ca-4c6f-9a23-1bffedb6b63a,Magnetic Power Motion,4008 Doe Creek Drive,,Indiana,Floyds Knobs,https://mp-m.com,2001.0,United States,Research
27a85c26-eac2-4ce7-88ee-fc14e3946895,Nwadike Darious DDS,1025 East West Connector # 360,,Georgia,Austell,N/A,2007.0,United States,
27cb284c-5472-46d1-af45-35c9ad45f95a,Genpapathway,5310 eastgate mall,,California,SAN DIEGO,https://genpathway.com,,United States,
27cfee6f-5225-42d1-8692-3d2cf413dabd,Germania Credit Union,507 Highway 290 East,,,Brenham,https://germaniacreditunion.com,1985.0,United States,Financial Services
27e9462b-0a2d-47b8-b2cc-d3256af3b91a,Kennel Club Of Philadelphia,150 Old Clinton Road,,New Jersey,Flemington,N/A,2010.0,United States,
27e9fb77-467f-495c-9a2d-ea2f8fdb0fed,Phoenix Animal Rescue,,,Florida,Gainesville,https://phoenixanimalrescue.org,,United States,
27edc325-ec45-4b65-926b-24e07be0e805,Group Against Smoking Plltn,7 Cedar St # A,,New Jersey,Summit,https://njgasp.org,,United States,
28055bfa-b550-4876-b7b2-6ccc95e2ab95,Orbit Transportation LLC,6731 Doniphan Drive,,Texas,Canutillo,N/A,2010.0,United States,"Transportation, Trucking, Railroad"
2813732a-f3d7-43b9-8c5d-289146e27af7,UniversityLease,18201 Von Karman Avenue Suite 420,,,Irvine,N/A,,United States,
28170fdc-29f6-417d-b713-44fed905ea91,TONY MASONRY Limited Liability Company,262 WILSON AVE,,,STATEN ISLAND,http://tonysmasonry.com,,United States,
281819d0-4981-4391-b531-9949652f572a,"LeafFilter™ North,Incorporated","10602 Bailey Road, Suite C",,North Carolina,Cornelius,https://www.leaffilter.com/,2005.0,United States,"Consumer Services, Leaf Filter Professional Gutter Guard Installation, Gutter Guards, Professional Gutter Installation, Gutters, Rain Gutters, Home Repair, Home Improvement"
281cc655-f551-4a7c-bad6-062de44fd1f9,Dynamic Vision International Inc,5405 Alton Parkway,,California,Irvine,N/A,2009.0,United States,Professional Training & Coaching
281cd21b-0714-4ad8-9ea6-4e936434774d,WEST HILLS VILLAGE Incorporated,5711 SW MULTNOMAH BLVD,,,PORTLAND,http://westhillssenior.com/,,United States,
282827e8-634e-4f65-a57f-ecd9c373fcc0,Consumer Source Inc,11400 West Olympic Boulevard,,California,Los Angeles,http://www.rentpath.com,1975.0,United States,"Internet, Rental Properties, Apartment Search, Apartment Rentals, Apartment Websites, Multifamily Marketing, Multifamily Analytics, Digital Marketing, Digital Advertising, Advertising, Digital Solutions, Engineering, UI, UX, B2B, B2C, Product Management, Digital Sales, Outside Sales"
282a6462-2fa1-45ad-8f4b-0df42bb0bec4,Bradshaw Hathaway & Bradshaw,904 West G St,,Tennessee,Elizabethton,https://bracesbhb.com,,United States,Real Estate
